,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,1,2,3,4,5,6,10,11,12,13,14,15,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,40,41,42,43,44,50,51,52,53,54,55,60,61,62,63,64,65,66,70,71,72,73,74,75,80,81,82,83,90,91,92,93,94,95
0,49,8,20,8,28,8,15,.,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,16,6,0,0,0,0,11,7,.,.,0,4,7,0,0,0,0,.,0,0,.,0,0,0,5,8,0,.,5,.,.,.,0,0,8,7,.,4,0,0
1,4,41,28,11,24,15,18,8,7,.,.,.,0,32,9,10,.,6,0,.,0,0,0,32,9,8,.,.,.,12,6,.,5,.,4,26,.,.,4,0,3,3,.,0,.,0,0,11,9,.,4,0,0,5,3,0,0,12,7,.,11,.,.
2,17,38,496,81,44,33,49,15,7,3,10,5,.,81,38,53,10,8,.,.,7,0,3,178,50,9,3,0,9,105,64,17,30,.,25,40,7,.,3,0,.,6,14,5,11,4,0,23,37,7,5,3,0,11,3,.,0,35,20,4,17,0,8
3,6,29,64,200,68,40,37,6,.,.,.,7,4,27,9,7,7,9,.,8,6,0,3,74,16,9,.,.,0,210,78,7,4,8,42,73,4,.,.,0,0,0,3,0,11,5,0,36,29,6,10,.,0,21,3,.,3,23,21,4,13,0,4
4,13,16,42,62,253,93,29,11,.,.,.,.,.,34,7,5,.,.,0,3,4,0,.,47,7,12,3,3,6,77,29,6,5,9,46,68,13,4,0,0,5,5,10,.,4,3,0,23,35,8,11,.,10,22,.,.,.,51,37,5,13,.,8
5,6,16,17,36,71,210,50,10,.,0,.,9,0,14,9,5,.,5,7,0,.,0,0,29,17,.,0,10,4,52,12,0,.,.,27,38,10,6,6,3,0,0,.,0,.,0,0,39,42,8,30,9,5,10,14,6,6,52,37,6,16,7,9
6,9,23,39,26,27,36,139,14,7,5,4,0,4,33,29,11,14,.,3,4,0,0,0,31,16,9,.,4,0,54,18,5,6,0,14,32,5,6,4,0,4,0,5,7,6,.,5,10,18,4,10,3,.,26,18,0,3,103,68,11,42,0,8
10,.,5,24,11,7,10,8,412,103,18,42,40,.,43,49,31,54,60,7,3,7,3,0,56,25,3,4,5,5,16,13,4,9,.,4,21,5,0,3,0,0,4,8,0,13,.,0,5,19,5,8,5,3,19,11,.,5,13,18,13,32,.,17
11,.,7,6,6,5,4,6,84,167,19,17,16,0,13,24,10,24,26,9,.,19,0,.,18,6,3,.,.,6,4,.,0,.,.,.,6,.,0,3,0,0,3,0,0,5,.,0,.,14,3,.,4,0,5,0,0,0,13,9,7,9,0,.
12,0,.,.,4,8,5,6,34,5,123,90,33,.,3,17,7,.,4,.,7,.,0,0,8,7,.,0,.,0,5,5,.,0,.,.,4,.,0,.,0,.,0,.,0,3,.,0,0,12,3,.,0,0,10,13,.,.,10,20,7,13,.,10
13,4,.,6,.,8,6,4,39,14,90,244,41,9,8,5,5,7,12,.,.,5,.,.,11,5,.,.,.,.,8,5,3,6,0,.,4,4,9,.,0,8,.,.,0,6,5,0,.,13,4,9,3,0,20,8,.,8,25,14,22,23,.,.
14,0,.,.,.,10,0,3,15,9,8,29,82,5,3,3,.,9,6,.,3,0,0,.,6,6,0,.,.,.,.,4,.,.,.,0,.,.,.,0,0,.,.,.,.,.,.,0,.,.,0,0,0,0,11,.,0,0,4,8,3,7,0,3
15,0,0,0,.,4,0,.,10,0,.,8,15,23,.,.,3,.,3,.,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,.,0,0,.,0,0,5,0,0,0,3,0,.,.,0,0
20,7,28,37,21,29,13,36,55,34,8,26,.,0,315,135,85,26,24,8,4,4,0,.,112,27,5,6,.,3,47,24,3,13,3,19,33,14,9,.,0,3,.,12,.,4,9,.,20,39,12,14,4,0,13,7,.,8,23,12,9,21,3,4
