,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,1,2,3,4,5,6,10,11,12,13,14,15,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,40,41,42,43,44,50,51,52,53,54,55,60,61,62,63,64,65,66,70,71,72,73,74,75,80,81,82,83,90,91,92,93,94,95
0,22,11,15,11,28,13,13,3,.,0,0,0,.,10,.,.,.,.,0,0,0,0,0,16,.,0,.,0,0,9,7,.,4,0,3,5,.,0,0,0,.,0,.,.,0,.,.,4,4,.,.,.,.,3,0,0,0,8,.,0,6,3,0
1,6,59,17,13,19,12,19,4,8,3,5,3,.,37,23,9,4,5,0,.,3,0,0,26,7,.,6,.,0,27,8,.,3,4,10,9,7,0,0,.,4,3,4,0,3,6,0,7,10,.,4,.,0,3,0,0,0,16,11,.,3,.,.
2,16,31,462,80,58,33,36,17,9,7,3,.,.,58,28,32,14,11,0,4,3,0,.,140,39,5,4,6,8,100,48,17,26,.,24,33,11,.,.,0,7,5,10,.,12,4,.,23,19,.,5,4,.,11,4,4,4,21,27,7,17,.,4
3,18,21,68,211,56,26,34,4,3,3,3,3,0,25,10,12,4,.,5,.,11,.,.,57,26,3,.,5,3,237,82,6,14,11,41,34,3,4,3,0,.,.,.,0,6,.,0,24,23,7,13,.,.,10,8,0,3,23,10,5,16,0,.
4,16,18,45,78,286,88,35,17,0,.,5,.,.,21,16,5,4,8,0,4,.,0,0,56,16,.,4,3,.,77,37,.,7,.,53,53,4,7,0,.,.,0,4,0,.,12,0,32,33,5,16,7,.,9,.,0,3,40,35,9,14,0,6
5,3,9,37,51,119,286,57,6,0,3,7,4,.,16,10,.,4,.,.,.,0,0,0,20,15,.,0,4,5,53,19,6,0,3,35,38,8,4,4,0,.,0,.,0,3,0,.,22,33,.,16,16,4,3,8,0,5,75,35,7,19,4,4
6,14,15,40,21,42,41,124,9,.,.,6,0,0,32,16,3,8,5,0,.,10,0,0,37,7,8,.,0,4,46,11,3,10,.,16,14,8,3,0,0,3,.,.,.,6,.,0,18,17,.,6,3,3,24,9,0,4,81,39,13,28,.,6
10,3,4,11,7,11,8,10,494,83,68,48,35,4,33,43,18,23,20,5,3,10,0,0,45,21,5,3,4,6,26,19,0,5,.,5,13,5,3,.,0,.,4,9,.,.,.,0,12,25,13,10,5,0,13,8,5,6,26,38,15,38,3,8
11,3,.,9,8,5,5,5,83,192,0,27,20,3,22,13,5,19,20,10,3,11,4,.,14,11,6,.,3,3,10,.,0,.,4,.,6,.,.,0,0,.,5,.,4,4,.,0,4,6,0,7,.,3,11,4,0,.,11,8,3,9,.,.
12,.,.,3,.,0,3,4,39,8,157,66,29,.,13,.,8,3,7,.,0,7,.,.,12,5,0,0,.,0,.,.,0,.,0,.,3,.,.,0,0,0,0,4,.,0,.,0,0,4,0,0,0,.,12,0,.,.,7,11,8,18,.,.
13,3,4,11,3,6,3,4,37,18,83,216,34,5,.,12,.,3,13,3,0,7,0,.,10,9,.,.,.,.,8,3,4,.,0,.,7,8,.,.,0,.,4,4,.,3,4,0,.,15,4,8,4,3,21,5,0,3,16,10,14,17,9,6
14,.,.,.,0,5,3,.,21,14,23,41,128,11,.,.,.,4,5,0,0,7,0,0,7,5,0,.,.,.,0,.,.,0,.,.,3,0,0,.,0,0,0,4,.,.,5,0,0,.,.,.,0,0,4,8,0,.,3,.,4,3,5,.
15,.,.,3,.,.,.,3,.,.,6,4,25,21,.,.,.,4,.,0,.,.,0,0,.,.,0,0,0,0,0,.,0,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,.,0,0,0,.,5,0,.,0,0
20,11,31,39,37,17,13,21,58,19,15,10,8,0,278,136,57,43,34,0,3,6,0,0,129,38,.,5,.,3,56,20,0,7,3,26,26,11,3,0,0,0,0,12,0,4,3,0,21,22,.,5,6,3,4,11,0,.,26,22,11,30,0,7
21,.,10,16,18,15,.,8,86,28,21,25,4,0,144,288,74,46,50,3,4,8,0,3,68,29,3,11,.,.,20,17,5,10,4,9,14,12,.,4,0,.,.,10,0,7,.,0,22,23,.,5,.,.,22,5,.,.,30,32,6,18,0,.
22,5,14,22,12,16,13,6,34,21,10,17,13,.,43,54,430,38,40,4,34,13,0,.,206,67,4,8,5,5,33,24,4,15,.,8,14,14,7,.,0,0,8,6,.,13,.,0,14,21,.,6,5,0,10,3,0,0,18,16,5,6,.,5
