Metadaten (Kategorien),Inhalt,Bezugsraum,Zeitraum,Zeitraum bezogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metadaten (Werte),Wanderungsdaten,Ortsteile,Jahr,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,1,2,3,4,5,6,10,11,12,13,14,15,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,40,41,42,43,44,50,51,52,53,54,55,60,61,62,63,64,65,66,70,71,72,73,74,75,80,81,82,83,90,91,92,93,94,95
0,44,5,8,11,35,12,10,0,.,0,.,0,0,.,.,.,.,4,0,.,.,0,0,5,8,.,0,.,.,8,.,0,.,3,11,10,.,.,0,.,0,0,0,0,0,0,0,4,.,.,.,0,0,7,.,0,.,12,7,.,6,0,5
1,8,60,28,12,13,15,24,18,0,.,.,.,0,32,7,12,3,5,.,3,.,0,0,42,16,3,0,0,0,24,10,.,5,.,11,19,.,0,0,0,.,0,3,0,.,0,0,10,9,0,5,.,.,.,.,0,0,10,11,3,3,0,8
2,11,39,456,92,64,30,43,17,.,7,8,9,5,61,34,37,15,11,0,3,4,0,.,242,38,18,.,5,4,98,33,7,35,4,25,36,11,6,4,0,4,6,8,.,10,0,0,27,31,4,8,5,.,8,4,0,0,28,22,4,20,.,5
3,10,17,75,207,44,29,29,13,3,0,.,.,0,19,12,8,6,.,0,5,6,.,.,67,22,9,3,.,7,240,78,10,10,6,60,43,12,4,3,.,0,3,3,3,8,.,.,31,27,7,18,3,0,.,10,6,.,30,22,8,14,0,4
4,15,18,42,74,239,85,37,10,3,3,6,4,0,25,16,11,.,.,0,0,3,0,0,40,19,9,.,.,.,72,15,.,10,4,55,80,7,.,0,0,5,.,5,3,.,.,0,30,61,10,27,8,3,16,4,.,.,44,18,4,11,0,.
5,9,17,24,32,87,274,51,6,4,3,.,.,.,12,7,3,0,4,0,3,.,0,0,42,20,3,0,.,0,49,25,3,6,.,31,29,9,0,3,0,.,0,8,0,3,0,0,15,37,14,14,6,6,19,7,3,.,59,31,4,17,.,10
6,10,28,50,32,27,60,109,14,7,.,.,5,0,35,21,9,6,9,0,3,0,0,.,38,15,.,.,0,0,40,19,7,8,0,24,26,7,4,.,0,7,3,8,.,5,.,0,21,25,.,4,.,0,11,4,9,5,79,58,6,42,.,11
10,4,10,14,11,8,5,12,520,139,31,47,24,6,62,61,20,46,45,13,0,5,0,0,50,17,5,.,.,3,24,12,4,9,4,10,15,18,5,.,0,3,0,19,0,5,4,0,9,13,14,25,9,.,32,6,.,.,24,35,10,28,7,7
11,0,.,8,7,6,.,9,98,150,6,23,15,4,9,27,8,23,36,7,5,5,0,3,22,9,.,4,3,.,7,.,.,4,.,.,4,3,.,0,.,.,5,7,.,3,3,0,.,5,.,4,.,0,5,7,.,5,8,4,3,0,.,5
12,0,0,10,.,7,8,5,61,14,109,65,17,.,4,.,11,3,8,.,0,3,.,0,6,4,.,0,0,0,.,.,.,.,.,3,9,4,.,0,4,0,0,7,0,.,.,0,.,5,3,4,.,0,6,.,0,.,16,11,10,30,.,5
13,0,4,4,4,7,4,5,39,11,66,239,30,5,12,12,8,4,9,.,.,4,0,.,5,6,5,.,0,0,13,5,.,.,4,0,4,4,0,.,0,.,.,14,0,14,.,0,.,9,6,5,3,.,19,4,0,4,14,24,20,18,5,3
14,.,0,3,3,4,4,4,29,16,18,30,101,8,5,3,3,3,5,3,0,5,0,0,7,3,.,0,0,0,.,5,0,.,0,0,.,.,3,0,0,.,.,.,0,.,3,.,.,6,.,.,.,0,3,.,0,0,9,3,8,5,3,.
15,0,.,4,0,.,.,.,4,.,4,7,9,30,.,.,0,.,6,0,0,.,0,.,.,0,.,0,0,0,.,.,0,0,.,0,0,0,0,0,0,0,.,0,.,0,0,0,0,.,0,0,.,0,0,.,0,.,3,4,0,.,.,.
20,4,13,47,27,13,23,26,59,13,12,7,.,0,301,155,64,20,37,.,3,3,0,0,124,36,14,9,.,.,29,19,.,9,11,14,15,19,3,0,6,.,.,13,0,10,.,0,20,41,3,15,.,.,6,16,.,3,38,16,0,14,0,4
21,3,13,49,10,9,7,13,89,27,6,11,7,0,147,288,67,49,31,6,5,14,0,5,73,35,3,.,7,3,18,19,.,6,3,8,14,12,3,0,0,.,5,16,0,12,11,0,13,17,4,8,8,.,18,11,0,.,26,12,10,15,3,3
22,5,6,23,20,8,12,13,34,12,9,15,8,0,57,76,348,36,18,7,17,19,3,4,146,79,10,9,3,.,34,26,11,4,10,13,23,9,.,.,.,.,.,4,3,.,7,.,13,39,5,6,6,.,6,4,0,3,16,13,11,21,0,3
23,0,3,9,12,4,8,.,40,19,8,8,5,.,22,38,23,184,61,8,5,31,0,.,19,31,4,.,7,.,6,4,5,6,.,0,8,3,0,.,0,3,3,4,0,.,3,0,.,5,5,8,0,.,9,5,0,.,12,13,.,18,0,3
24,3,.,15,12,11,3,7,32,34,9,24,11,0,34,27,36,88,432,48,19,51,4,18,39,28,5,.,3,4,17,7,3,16,.,4,6,9,.,0,0,.,6,10,.,18,5,0,6,28,3,12,6,0,4,7,.,4,15,6,11,16,0,5
25,.,0,.,5,.,.,3,4,0,0,4,.,.,.,6,.,8,56,55,3,12,0,5,5,7,.,0,0,.,.,3,0,.,.,.,.,0,0,3,0,0,.,0,0,0,0,0,.,5,.,0,0,0,.,3,0,0,.,3,0,3,0,0
26,.,.,.,4,3,6,5,.,0,.,.,3,0,8,11,27,9,12,.,67,20,7,3,13,19,7,0,5,8,4,3,0,4,0,4,3,.,0,0,0,0,0,.,0,0,0,0,0,.,0,.,0,.,4,.,0,.,11,11,0,.,0,0
27,0,.,5,.,3,4,5,8,6,3,3,.,0,6,6,.,21,45,12,13,283,7,15,12,22,3,0,.,7,9,.,.,.,6,5,5,.,0,.,.,0,0,.,.,0,.,0,.,7,.,3,0,0,4,.,0,.,7,9,0,6,4,.
28,.,0,.,.,0,.,4,.,.,0,0,0,0,.,.,.,0,0,0,8,7,20,.,5,.,0,0,.,3,0,.,.,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,3,0,.,0,0,0,0,0,.,0
29,.,0,0,.,.,4,4,.,0,0,.,.,0,.,3,.,3,4,5,0,19,.,29,4,6,.,.,4,3,0,.,0,0,3,0,.,0,.,.,0,.,0,0,0,0,0,0,0,.,0,.,0,0,0,0,0,0,.,.,3,.,0,0
30,4,38,90,53,25,34,50,52,57,9,21,28,0,115,103,130,30,60,.,34,11,7,5,723,150,11,8,11,16,134,47,8,15,5,47,38,17,9,7,4,4,9,13,.,15,4,0,27,41,22,15,.,.,26,5,.,8,47,40,11,23,5,24
31,4,8,26,16,14,17,13,44,8,6,13,.,5,40,23,49,12,28,.,29,27,0,6,136,539,68,8,21,47,36,29,17,12,18,10,21,20,3,0,5,0,.,12,5,11,.,0,10,16,3,4,4,4,4,10,.,.,21,22,.,13,0,4
32,.,7,7,5,3,.,4,3,.,.,.,0,0,5,3,4,4,4,.,.,10,5,.,18,43,115,10,12,14,16,8,6,14,8,.,.,0,0,0,0,.,0,.,0,.,.,.,0,.,0,3,0,0,3,3,0,0,4,3,.,3,0,.
33,0,.,0,.,.,3,.,3,.,0,.,.,0,.,8,3,0,3,0,.,0,0,0,8,13,28,21,16,.,7,3,.,6,.,0,7,.,.,0,0,.,0,.,.,4,.,0,.,.,3,.,.,0,4,0,0,0,3,3,0,3,0,0
34,0,.,5,.,0,.,0,.,.,0,.,0,0,0,0,5,.,0,0,.,3,0,.,14,14,14,16,142,14,7,.,0,7,3,.,.,.,.,.,0,.,.,3,0,0,0,0,0,5,.,.,10,0,0,0,0,0,.,0,0,.,0,0
35,.,.,5,4,7,.,.,.,.,0,.,0,.,.,.,.,.,5,3,8,10,12,0,20,33,8,4,19,102,10,8,0,8,0,6,0,0,.,0,.,0,0,.,0,0,.,0,4,7,3,3,.,0,.,0,0,0,.,6,0,0,0,0
40,9,31,92,268,68,48,36,18,3,12,9,.,4,49,23,18,13,12,5,10,8,3,0,127,77,27,.,7,6,912,365,49,45,44,104,106,45,7,5,.,.,3,14,8,8,6,.,60,75,12,23,6,3,15,19,0,.,47,23,10,20,.,3
41,4,6,32,55,25,23,25,10,.,3,.,.,0,28,11,11,.,9,.,.,6,.,4,64,54,29,9,6,9,292,764,46,82,44,34,55,23,6,.,6,.,.,8,.,13,.,4,21,36,.,7,7,.,12,9,4,3,31,11,4,8,0,5
42,.,.,14,5,8,5,4,3,0,.,.,.,0,4,.,5,0,.,0,.,0,0,0,26,29,23,0,0,.,25,22,96,61,8,4,.,6,.,.,0,0,0,.,0,4,0,0,.,.,.,0,0,0,3,.,0,0,.,4,0,7,.,0
43,4,11,85,16,7,7,13,12,6,4,8,5,0,20,10,11,10,7,.,0,.,0,0,39,33,19,9,13,.,46,46,48,326,50,4,6,3,3,8,0,0,.,15,3,5,0,0,3,12,6,5,3,4,7,4,0,5,8,8,.,12,0,.
44,.,0,6,3,8,.,0,.,.,0,.,0,0,4,3,4,0,33,.,4,.,0,0,9,9,23,6,12,0,19,18,4,41,91,.,3,7,.,3,.,0,0,7,.,.,0,0,0,.,4,4,.,0,4,.,0,.,5,3,0,5,0,0
50,3,8,15,36,25,27,12,4,.,8,.,0,.,21,5,3,.,.,0,5,.,.,0,32,20,3,5,0,.,82,37,3,10,9,396,198,84,27,21,6,.,3,10,17,7,0,0,69,62,16,21,7,8,0,5,3,0,24,19,.,8,0,13
51,6,9,16,30,30,22,6,6,7,3,4,0,.,16,26,16,10,5,.,0,5,0,.,34,29,.,3,12,11,59,36,.,3,5,129,393,125,27,21,.,9,12,18,.,44,11,4,123,142,46,29,11,0,18,7,.,.,32,30,5,16,0,6
52,.,.,11,.,15,9,6,12,.,4,8,.,0,7,8,13,.,5,0,0,.,0,0,17,10,3,.,6,5,18,20,.,10,6,32,102,275,67,19,0,5,26,70,10,66,13,0,28,54,32,20,13,0,15,11,.,5,9,14,.,5,0,0
53,.,3,5,.,4,4,5,.,.,3,.,5,0,4,.,3,.,4,0,.,0,.,0,10,.,4,0,3,.,7,8,.,3,0,12,20,54,242,34,6,.,5,21,0,50,19,.,13,7,8,5,7,.,13,8,.,4,5,4,.,.,0,.
54,0,.,.,.,4,3,0,.,.,0,0,0,.,.,.,.,.,.,0,0,0,0,0,4,.,.,.,0,0,9,3,0,0,.,.,29,16,45,93,16,0,.,.,4,4,7,0,.,4,5,3,0,.,.,0,0,0,3,5,0,0,0,.
55,0,.,0,0,.,0,0,0,.,0,0,0,0,0,0,.,.,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,.,0,0,.,.,9,11,.,0,0,0,0,0,.,0,0,.,0,.,0,0,0,0,0,0,.,0,.,0,0,0
60,0,3,5,.,3,3,.,3,3,.,4,.,0,6,11,.,4,5,.,0,.,0,.,4,5,.,0,0,3,6,.,.,5,.,3,10,.,8,0,0,221,60,105,8,42,69,4,3,29,24,3,5,6,8,10,0,4,5,4,0,8,.,0
61,.,.,24,.,15,3,4,6,.,.,0,3,0,7,5,.,3,14,3,0,4,0,0,12,3,.,.,.,.,5,5,.,10,4,0,13,19,15,.,.,28,117,43,12,35,27,.,5,7,27,4,3,.,3,7,3,.,6,5,7,4,0,.
62,.,6,55,3,16,3,4,13,0,.,8,0,0,7,10,.,6,6,.,.,.,0,0,14,16,6,.,3,.,10,10,0,8,4,4,22,21,13,.,.,32,42,348,26,74,79,.,10,42,17,12,3,3,19,10,0,0,10,16,5,7,.,.
63,0,0,4,6,3,0,0,4,0,0,.,0,0,0,0,0,0,0,0,.,0,0,0,.,.,3,.,0,0,3,5,0,.,.,0,6,17,11,.,0,0,6,7,19,11,8,0,3,7,.,.,3,0,.,0,0,.,5,.,0,0,0,.
64,0,6,9,.,7,5,14,7,6,.,8,3,0,12,10,10,0,8,3,0,5,.,.,11,7,3,0,0,.,11,16,.,.,.,7,27,27,21,8,0,25,20,50,19,441,53,6,10,37,22,25,15,11,8,7,.,.,17,9,6,8,0,.
65,.,.,26,.,11,.,6,5,7,7,9,.,0,7,4,3,.,4,.,.,.,.,0,7,6,.,.,.,.,3,7,.,7,0,3,11,20,11,4,.,20,33,39,8,57,211,15,9,28,12,10,21,4,6,7,.,.,5,5,9,5,.,.
66,0,0,.,.,.,.,.,0,0,0,0,0,0,.,0,0,.,0,0,0,0,0,0,0,4,.,0,0,.,.,.,0,0,0,0,.,.,0,.,0,6,0,.,4,11,14,31,0,7,5,3,.,0,.,.,0,0,.,.,0,.,0,.
70,.,3,18,16,6,20,8,8,.,3,3,.,0,22,12,6,.,10,.,3,0,.,.,21,21,.,.,0,.,16,22,0,4,7,42,62,51,16,.,0,5,6,33,.,21,21,0,171,152,58,41,20,.,6,.,.,5,14,9,5,15,.,0
