metadata keys,type,timeunit,time,Metadaten (Kategorien),Inhalt,Bezugsraum,Zeitraum,Zeitraum bezogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata values,movement,year,2008,daten (Werte),Wanderungsdaten,Ortsteile,Jahr,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,1,2,3,4,5,6,10,11,12,13,14,15,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,40,41,42,43,44,50,51,52,53,54,55,60,61,62,63,64,65,66,70,71,72,73,74,75,80,81,82,83,90,91,92,93,94,95
0,37,13,11,23,17,14,17,.,3,0,.,0,0,17,.,0,0,.,0,.,.,0,0,15,7,0,0,0,0,15,.,.,0,.,10,0,0,0,0,0,0,0,0,.,.,0,0,4,3,.,.,.,.,.,0,0,.,12,8,0,.,.,4
1,6,51,37,19,15,12,15,13,3,0,.,.,0,36,6,12,4,4,0,3,.,0,0,31,11,14,.,.,0,20,15,.,.,0,13,8,.,4,.,0,0,.,.,0,.,0,0,4,12,.,3,6,0,3,5,0,.,20,8,4,5,0,0
2,10,34,436,83,70,38,32,21,10,.,5,3,.,61,24,39,4,18,4,7,3,0,.,127,38,6,4,4,8,126,48,19,33,4,43,26,7,.,.,0,.,4,24,6,5,8,0,17,20,4,8,5,.,17,6,0,.,46,11,4,13,.,.
3,18,5,76,268,60,36,19,10,3,3,3,6,0,20,12,10,7,7,0,5,.,4,0,54,11,9,0,.,6,228,88,14,10,8,40,32,6,.,.,0,0,7,.,0,4,.,0,12,18,4,10,5,.,5,4,.,4,28,15,0,8,0,5
4,10,23,33,73,264,144,31,6,.,.,4,0,0,20,12,11,5,3,0,5,.,.,.,27,12,.,3,3,3,62,37,3,4,10,57,47,6,6,.,0,5,4,.,.,.,7,0,24,35,8,12,5,9,16,4,4,0,35,19,6,12,0,5
5,5,16,25,43,106,282,43,7,.,.,.,3,0,15,6,8,7,7,0,3,.,3,0,29,10,18,.,0,3,71,32,7,4,3,66,31,13,.,5,.,.,0,.,0,5,.,0,16,18,.,18,7,15,4,4,0,0,85,24,5,13,3,8
6,10,22,37,25,32,33,116,12,5,.,5,.,.,24,17,7,3,.,0,3,.,0,3,34,6,0,3,.,.,51,12,8,5,3,16,20,9,.,6,0,0,.,7,.,0,.,.,9,33,.,11,9,0,27,10,5,5,93,69,10,38,3,17
10,6,8,9,.,19,13,11,525,94,19,33,27,5,41,47,22,16,24,3,4,15,3,3,44,23,5,3,.,3,10,12,3,8,.,8,17,9,9,0,0,.,3,12,0,8,0,0,7,25,.,5,6,0,10,.,0,7,22,28,12,21,0,20
11,.,5,5,5,4,6,4,91,168,4,20,27,0,6,18,5,16,36,.,6,15,0,0,27,9,0,0,0,.,14,4,.,4,3,3,6,4,.,0,0,0,.,.,0,4,.,0,6,6,5,0,.,5,5,6,0,5,6,5,3,18,6,3
12,.,0,0,3,.,.,.,54,14,110,55,18,4,11,11,4,5,11,3,.,3,0,0,3,5,0,0,0,0,3,3,4,3,.,0,8,.,.,0,0,3,0,9,.,.,.,0,.,5,0,3,.,0,3,0,0,.,5,10,4,24,.,0
13,.,5,3,7,.,12,4,29,12,53,216,51,10,4,15,3,9,15,3,.,7,.,0,5,14,0,4,0,6,7,9,7,.,0,4,.,3,0,0,0,.,.,3,0,6,3,0,9,4,6,.,.,.,10,3,.,5,25,19,21,30,8,13
14,0,4,.,.,3,7,6,17,17,14,33,105,15,3,7,.,.,0,0,.,.,0,0,.,3,0,0,6,0,5,.,.,.,.,.,.,0,.,0,0,.,0,.,0,8,0,0,.,5,.,3,.,0,7,3,.,0,10,5,.,8,6,4
15,.,0,.,.,3,.,0,.,3,.,.,18,20,.,0,0,0,0,.,0,0,0,0,.,0,.,.,0,.,.,0,0,4,0,.,.,.,.,0,0,0,0,3,0,0,0,0,.,0,.,4,0,0,.,0,0,.,3,5,.,.,0,0
