,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,1,2,3,4,5,6,10,11,12,13,14,15,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,40,41,42,43,44,50,51,52,53,54,55,60,61,62,63,64,65,66,70,71,72,73,74,75,80,81,82,83,90,91,92,93,94,95
0,17,0,12,5,15,3,8,.,.,0,.,.,0,.,.,0,3,3,0,0,3,0,.,5,5,0,0,0,0,13,3,0,.,.,.,3,.,0,0,0,.,0,0,0,0,0,0,5,5,.,0,0,0,5,0,0,0,0,3,0,0,0,0
1,0,30,11,17,13,10,6,6,0,.,.,.,0,14,6,9,.,5,0,0,.,0,0,17,14,.,.,.,0,13,7,0,0,0,4,7,.,.,.,0,4,.,.,0,.,0,0,5,7,0,5,.,0,.,4,0,.,14,4,.,11,.,.
2,9,23,207,40,24,5,26,5,3,.,11,3,.,32,42,19,7,10,3,0,10,.,0,96,34,5,0,.,5,67,15,7,16,.,9,25,12,.,.,0,.,.,11,0,.,3,0,11,17,0,7,.,0,9,4,.,0,20,11,8,5,0,0
3,3,9,54,113,34,17,15,7,3,5,.,3,0,20,13,13,3,4,0,3,.,4,0,49,13,3,0,8,.,109,41,3,5,5,25,25,9,0,.,0,0,0,.,.,.,0,0,14,23,7,11,0,.,3,5,0,0,14,9,3,7,.,0
4,10,15,28,50,133,42,34,.,.,0,3,3,0,12,11,16,3,.,0,7,.,0,0,16,12,.,0,3,4,35,5,.,0,.,24,17,9,0,0,.,.,.,.,.,.,.,.,21,23,.,4,.,0,.,.,.,.,14,7,3,13,0,.
5,.,13,11,23,45,100,32,7,.,.,0,.,0,7,5,.,3,3,0,.,5,0,0,13,10,.,.,.,3,27,7,0,6,.,9,24,.,0,.,0,3,0,3,0,.,.,0,15,13,3,9,4,.,4,.,.,.,40,7,0,7,0,4
6,8,7,13,23,12,23,71,10,.,.,6,.,0,15,9,3,4,.,.,3,3,0,0,19,14,6,0,4,0,15,8,.,3,.,6,13,.,.,0,.,.,.,.,0,.,.,0,10,15,0,5,3,4,15,5,0,0,40,21,.,26,0,.
10,.,.,5,.,5,6,14,266,56,13,16,34,0,26,28,23,24,26,.,0,16,0,0,31,7,4,4,.,0,7,.,0,5,0,4,9,6,.,0,0,4,0,8,.,.,.,0,5,27,4,3,.,.,14,.,.,5,11,10,5,23,0,3
11,.,4,.,.,.,0,.,47,93,8,7,10,0,4,12,12,14,9,.,3,4,0,.,5,14,0,0,.,0,.,4,0,5,.,.,0,5,0,0,0,0,0,3,0,.,6,0,4,0,4,.,.,0,6,.,0,0,3,.,3,4,0,.
12,.,0,0,.,.,.,.,17,10,34,27,7,3,.,5,6,17,3,0,.,0,0,.,6,7,0,0,0,.,.,0,0,.,0,0,.,3,.,0,0,0,0,0,0,3,3,0,.,4,0,0,.,0,3,.,.,.,.,9,.,15,0,0
13,0,.,5,7,4,0,.,18,9,24,112,14,.,6,4,7,7,4,.,0,6,0,.,9,6,.,0,0,0,.,.,.,4,0,.,4,.,.,0,0,0,0,.,0,.,3,0,.,.,.,.,0,3,5,.,.,5,.,3,5,9,8,6
14,0,.,.,0,.,.,.,8,3,6,21,41,.,0,4,.,3,4,0,0,4,0,0,.,.,.,3,0,0,3,0,0,0,0,0,.,0,.,0,0,0,.,0,0,.,.,0,.,3,0,.,3,0,3,.,0,0,.,3,.,3,.,5
15,0,0,0,0,0,0,.,3,.,3,.,9,11,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,.,.,0,.,.,0
20,4,9,30,15,14,6,9,49,8,6,12,5,0,198,112,41,30,28,.,0,11,0,0,72,22,8,3,.,3,19,12,.,10,0,8,19,9,.,.,0,.,0,4,4,.,6,.,9,26,5,4,.,4,15,3,3,4,12,17,.,15,0,.
21,.,6,24,3,6,6,6,47,19,11,5,8,0,93,184,41,34,47,.,5,10,0,0,41,9,3,0,0,.,13,19,0,3,.,.,6,11,3,0,0,7,8,7,3,4,0,0,3,15,0,3,.,.,13,7,.,.,11,5,.,4,0,.
22,0,6,18,18,12,0,8,11,9,5,6,3,3,32,39,152,44,17,0,.,9,0,0,63,31,8,0,.,5,15,14,4,17,4,6,9,10,.,.,0,0,0,8,0,3,3,.,10,13,3,7,0,0,10,.,0,.,12,16,0,13,.,0
23,5,3,10,.,5,0,.,21,17,.,6,.,0,15,17,9,92,32,0,7,18,0,.,7,15,.,.,5,.,5,0,0,0,0,3,4,.,0,.,0,0,0,.,0,.,5,0,.,4,0,3,3,0,9,0,0,0,7,.,.,.,0,0
24,.,3,8,11,8,3,.,33,23,.,13,6,0,16,42,9,49,228,20,4,23,.,7,19,14,6,0,.,0,9,10,.,9,3,0,7,5,.,.,.,9,6,9,0,7,6,0,3,8,7,4,0,0,12,9,.,3,11,5,0,11,0,.
25,0,0,.,.,0,0,3,.,0,.,0,.,0,.,.,.,.,17,19,0,6,0,0,.,4,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,.,0,.,0,0,0,0,0,0,0,0,0,.,0,0,.,.,0
26,0,3,.,0,0,3,3,.,.,0,0,.,0,0,.,4,5,4,.,32,11,6,3,11,11,4,0,.,6,.,3,0,3,0,0,.,0,.,0,0,0,0,.,0,0,0,.,.,.,0,0,0,0,0,0,0,0,0,0,.,0,0,0
27,0,.,.,4,.,0,.,3,8,0,3,.,0,4,3,7,13,21,13,17,94,7,9,5,7,.,0,.,6,.,0,0,.,.,0,3,0,.,.,0,0,0,0,0,0,.,0,.,0,.,.,0,0,0,0,0,.,3,3,0,3,0,.
28,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,.,5,0,3,8,0,0,.,4,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,.,0,0,.,0,3,0,0,0,0,.,.,.,3,3,.,3,4,0,17,3,.,0,0,0,.,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,.,0,0,0,0,.,0,0,0,0,0,0
30,4,16,42,56,30,15,18,29,22,13,15,0,.,70,74,100,18,36,0,20,7,0,.,264,112,6,3,.,12,65,28,5,17,8,16,20,15,.,.,0,5,4,6,0,5,.,0,23,36,4,11,4,0,13,9,0,6,23,9,7,19,0,0
31,.,5,13,14,8,5,9,18,7,.,8,.,0,13,12,22,10,14,4,21,8,.,.,70,255,30,9,4,25,28,10,6,10,10,6,6,4,.,.,0,0,.,4,0,6,.,0,5,8,.,7,10,0,5,.,0,5,11,6,4,16,.,.
