;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;0;1;2;3;4;5;6;10;11;12;13;14;15;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;40;41;42;43;44;50;51;52;53;54;55;60;61;62;63;64;65;66;70;71;72;73;74;75;80;81;82;83;90;91;92;93;94;95;nzg
;;10000;10001;10002;10003;10004;10005;10006;10010;10011;10012;10013;10014;10015;10020;10021;10022;10023;10024;10025;10026;10027;10028;10029;10030;10031;10032;10033;10034;10035;10040;10041;10042;10043;10044;10050;10051;10052;10053;10054;10055;10060;10061;10062;10063;10064;10065;10066;10070;10071;10072;10073;10074;10075;10080;10081;10082;10083;10090;10091;10092;10093;10094;10095;999
0;10000;17;0;12;5;15;3;8;.;.;0;.;.;0;.;.;0;3;3;0;0;3;0;.;5;5;0;0;0;0;13;3;0;.;.;.;3;.;0;0;0;.;0;0;0;0;0;0;5;5;.;0;0;0;5;0;0;0;0;3;0;0;0;0;0
1;10001;0;30;11;17;13;10;6;6;0;.;.;.;0;14;6;9;.;5;0;0;.;0;0;17;14;.;.;.;0;13;7;0;0;0;4;7;.;.;.;0;4;.;.;0;.;0;0;5;7;0;5;.;0;.;4;0;.;14;4;.;11;.;.;0
2;10002;9;23;207;40;24;5;26;5;3;.;11;3;.;32;42;19;7;10;3;0;10;.;0;96;34;5;0;.;5;67;15;7;16;.;9;25;12;.;.;0;.;.;11;0;.;3;0;11;17;0;7;.;0;9;4;.;0;20;11;8;5;0;0;0
3;10003;3;9;54;113;34;17;15;7;3;5;.;3;0;20;13;13;3;4;0;3;.;4;0;49;13;3;0;8;.;109;41;3;5;5;25;25;9;0;.;0;0;0;.;.;.;0;0;14;23;7;11;0;.;3;5;0;0;14;9;3;7;.;0;0
4;10004;10;15;28;50;133;42;34;.;.;0;3;3;0;12;11;16;3;.;0;7;.;0;0;16;12;.;0;3;4;35;5;.;0;.;24;17;9;0;0;.;.;.;.;.;.;.;.;21;23;.;4;.;0;.;.;.;.;14;7;3;13;0;.;0
5;10005;.;13;11;23;45;100;32;7;.;.;0;.;0;7;5;.;3;3;0;.;5;0;0;13;10;.;.;.;3;27;7;0;6;.;9;24;.;0;.;0;3;0;3;0;.;.;0;15;13;3;9;4;.;4;.;.;.;40;7;0;7;0;4;0
6;10006;8;7;13;23;12;23;71;10;.;.;6;.;0;15;9;3;4;.;.;3;3;0;0;19;14;6;0;4;0;15;8;.;3;.;6;13;.;.;0;.;.;.;.;0;.;.;0;10;15;0;5;3;4;15;5;0;0;40;21;.;26;0;.;0
10;10010;.;.;5;.;5;6;14;266;56;13;16;34;0;26;28;23;24;26;.;0;16;0;0;31;7;4;4;.;0;7;.;0;5;0;4;9;6;.;0;0;4;0;8;.;.;.;0;5;27;4;3;.;.;14;.;.;5;11;10;5;23;0;3;0
11;10011;.;4;.;.;.;0;.;47;93;8;7;10;0;4;12;12;14;9;.;3;4;0;.;5;14;0;0;.;0;.;4;0;5;.;.;0;5;0;0;0;0;0;3;0;.;6;0;4;0;4;.;.;0;6;.;0;0;3;.;3;4;0;.;0
12;10012;.;0;0;.;.;.;.;17;10;34;27;7;3;.;5;6;17;3;0;.;0;0;.;6;7;0;0;0;.;.;0;0;.;0;0;.;3;.;0;0;0;0;0;0;3;3;0;.;4;0;0;.;0;3;.;.;.;.;9;.;15;0;0;0
13;10013;0;.;5;7;4;0;.;18;9;24;112;14;.;6;4;7;7;4;.;0;6;0;.;9;6;.;0;0;0;.;.;.;4;0;.;4;.;.;0;0;0;0;.;0;.;3;0;.;.;.;.;0;3;5;.;.;5;.;3;5;9;8;6;0
14;10014;0;.;.;0;.;.;.;8;3;6;21;41;.;0;4;.;3;4;0;0;4;0;0;.;.;.;3;0;0;3;0;0;0;0;0;.;0;.;0;0;0;.;0;0;.;.;0;.;3;0;.;3;0;3;.;0;0;.;3;.;3;.;5;0
15;10015;0;0;0;0;0;0;.;3;.;3;.;9;11;0;0;0;0;0;0;0;0;0;0;.;0;0;0;0;0;0;0;0;0;0;0;0;0;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;0;0;.;.;0;.;.;0;0
20;10020;4;9;30;15;14;6;9;49;8;6;12;5;0;198;112;41;30;28;.;0;11;0;0;72;22;8;3;.;3;19;12;.;10;0;8;19;9;.;.;0;.;0;4;4;.;6;.;9;26;5;4;.;4;15;3;3;4;12;17;.;15;0;.;0
21;10021;.;6;24;3;6;6;6;47;19;11;5;8;0;93;184;41;34;47;.;5;10;0;0;41;9;3;0;0;.;13;19;0;3;.;.;6;11;3;0;0;7;8;7;3;4;0;0;3;15;0;3;.;.;13;7;.;.;11;5;.;4;0;.;0
