;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;0;1;2;3;4;5;6;10;11;12;13;14;15;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;40;41;42;43;44;50;51;52;53;54;55;60;61;62;63;64;65;66;70;71;72;73;74;75;80;81;82;83;90;91;92;93;94;95;nzg
;;10000;10001;10002;10003;10004;10005;10006;10010;10011;10012;10013;10014;10015;10020;10021;10022;10023;10024;10025;10026;10027;10028;10029;10030;10031;10032;10033;10034;10035;10040;10041;10042;10043;10044;10050;10051;10052;10053;10054;10055;10060;10061;10062;10063;10064;10065;10066;10070;10071;10072;10073;10074;10075;10080;10081;10082;10083;10090;10091;10092;10093;10094;10095;999
0;10000;38;6;38;14;31;20;37;3;.;.;.;0;.;5;3;4;.;.;0;0;0;.;.;6;.;.;.;0;.;9;9;5;5;0;.;4;4;0;.;0;0;0;3;3;3;.;0;3;13;0;3;0;0;4;6;0;0;6;8;3;8;0;0;0
1;10001;19;66;97;73;18;10;32;11;8;6;4;.;0;34;11;18;7;6;0;.;.;0;0;30;15;11;.;.;3;18;7;.;3;.;8;7;5;.;0;0;.;0;4;0;4;6;0;3;11;.;7;.;0;.;0;0;3;20;10;0;11;.;7;.
2;10002;17;33;394;59;54;37;36;3;8;4;.;.;.;52;20;46;11;.;.;.;0;4;5;162;52;15;5;5;3;124;52;12;16;6;36;37;14;9;.;.;8;9;16;4;3;5;.;17;23;7;17;.;.;11;.;5;0;35;11;.;25;0;0;6
3;10003;10;10;61;200;69;34;22;7;4;0;3;.;.;12;11;15;3;12;.;6;3;6;.;42;11;14;0;.;3;231;74;.;9;11;59;38;12;.;0;0;0;6;5;0;7;6;.;13;26;8;16;6;5;4;5;.;3;36;13;7;3;0;7;0
4;10004;15;9;33;60;253;95;24;4;5;.;4;8;.;13;17;12;4;8;0;6;5;0;0;39;8;.;.;.;5;87;28;0;8;3;49;36;6;8;.;0;0;0;13;3;7;3;.;33;39;3;5;3;0;7;0;0;0;48;7;.;16;.;5;.
5;10005;7;20;28;34;105;277;30;8;8;.;0;.;0;12;.;7;4;.;9;.;4;0;4;27;10;11;4;6;4;59;16;3;3;.;46;40;4;8;3;3;.;.;.;6;.;7;0;23;38;.;17;16;6;5;5;5;9;80;56;.;21;0;8;5
6;10006;12;17;32;24;42;39;147;18;7;4;8;0;0;22;15;7;11;.;4;3;4;0;.;25;14;4;.;.;0;46;20;4;22;0;24;35;11;4;.;0;.;.;14;0;3;5;0;20;21;4;6;0;.;30;3;.;.;102;58;15;45;0;6;.
10;10010;.;5;19;4;10;5;7;466;131;34;39;40;9;46;29;31;19;53;6;13;17;0;0;23;9;9;3;3;3;12;13;.;10;0;3;11;11;3;0;0;3;6;5;3;3;6;0;15;19;0;9;6;0;8;11;.;8;28;18;6;27;0;10;.
11;10011;0;5;.;5;5;7;8;61;246;9;16;24;4;8;26;12;24;24;8;3;8;0;.;14;10;8;3;3;0;5;8;4;3;.;.;4;.;4;.;0;0;.;.;.;5;.;.;4;4;0;4;.;0;11;4;6;3;9;11;6;9;3;4;.
12;10012;0;.;3;.;3;.;.;34;11;136;90;15;.;3;8;20;13;4;.;0;.;.;8;6;.;3;.;0;.;7;.;.;.;.;.;4;.;0;0;0;.;0;0;0;.;7;0;0;4;.;5;.;0;6;.;0;0;3;11;5;20;.;5;0
13;10013;.;4;11;5;3;6;6;47;14;71;349;45;15;6;4;3;6;17;6;.;7;0;4;9;6;5;3;0;0;10;3;0;7;3;.;12;6;5;.;0;.;0;5;0;7;9;0;4;14;.;3;4;3;11;10;3;9;14;20;21;32;7;16;.
14;10014;.;6;4;3;3;.;4;8;11;9;18;105;6;7;5;9;5;9;0;.;7;0;.;6;.;6;.;0;.;3;.;0;4;.;.;9;.;.;0;0;.;.;9;0;.;.;0;.;4;.;3;.;0;3;4;0;.;3;7;.;3;.;4;3
15;10015;.;0;.;0;0;.;.;0;.;4;5;12;37;.;0;0;0;.;.;0;0;0;0;5;.;0;0;0;.;.;.;0;.;.;0;.;.;0;0;0;0;3;0;0;0;0;0;0;0;0;0;4;0;.;0;0;0;.;.;3;.;.;0;0
20;10020;9;39;30;22;24;16;15;50;23;5;8;5;.;362;158;67;31;32;5;6;8;5;0;115;38;18;.;3;4;46;33;6;10;5;22;38;19;8;.;0;.;.;11;.;3;7;0;19;31;7;19;.;.;17;3;4;5;50;20;6;21;5;5;9
21;10021;4;5;28;18;21;17;17;58;37;18;24;8;0;128;350;59;59;45;6;5;3;.;.;81;37;6;.;.;3;30;16;4;8;3;13;14;18;5;.;5;6;4;11;3;13;9;.;12;37;3;12;.;4;13;4;0;.;23;15;6;23;0;8;4
