;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;10041;.;12;34;57;18;8;15;15;7;5;.;.;0;38;32;17;9;.;0;.;3;0;.;102;60;14;6;3;8;228;604;53;36;42;27;51;25;14;11;6;6;6;5;4;4;3;0;37;35;8;14;3;0;7;3;4;4;11;13;5;13;3;.;0
42;10042;.;.;24;9;3;3;6;.;.;.;3;.;.;7;11;5;3;.;0;3;.;0;0;15;5;11;.;.;6;24;18;70;66;5;.;.;3;0;4;0;.;.;.;0;0;.;0;.;.;0;3;0;.;5;.;.;0;7;4;0;.;0;.;0
43;10043;5;11;79;17;16;3;3;7;3;.;6;4;0;22;16;6;6;5;0;3;.;0;.;44;24;35;4;4;.;51;28;37;280;29;8;4;.;3;.;0;.;0;13;0;7;8;0;5;9;.;5;.;.;6;4;.;.;9;.;.;7;.;.;0
44;10044;.;.;.;4;.;0;10;.;4;.;0;.;0;3;.;4;8;0;0;3;3;0;0;7;9;7;3;0;3;9;14;8;23;86;.;.;.;.;.;0;0;3;7;0;3;0;0;3;.;.;11;8;4;6;0;0;.;0;3;.;7;0;0;0
50;10050;7;6;10;32;33;13;12;.;.;5;.;6;0;21;20;15;.;.;.;7;.;.;0;21;30;9;.;3;.;78;25;8;.;3;237;137;73;24;3;0;5;3;3;6;11;5;0;29;72;14;14;3;.;6;5;0;5;18;4;8;4;.;0;0
51;10051;0;17;22;28;30;30;17;10;7;8;8;5;.;34;36;26;12;13;.;.;12;0;5;38;17;7;.;3;5;76;38;3;6;9;90;289;94;41;23;7;7;13;19;9;33;15;4;121;126;57;38;10;.;27;6;.;.;18;14;8;13;.;5;0
52;10052;.;5;8;4;5;10;.;15;5;8;.;.;0;15;21;12;4;11;.;.;6;0;0;24;8;.;3;4;3;21;15;0;.;3;33;76;191;42;23;.;11;22;29;16;34;13;0;22;33;26;31;10;3;10;13;.;7;9;7;11;11;0;.;0
53;10053;6;3;7;5;3;.;4;3;5;.;5;0;0;.;5;9;3;3;0;0;4;0;.;8;7;.;.;0;3;7;4;.;0;.;7;28;44;174;21;3;.;3;17;9;21;9;0;4;8;7;11;9;.;.;.;0;4;4;6;5;6;0;3;0
54;10054;0;.;.;3;.;0;0;.;.;0;0;0;0;4;0;0;.;0;0;.;.;0;0;.;.;0;0;0;0;.;.;.;4;3;4;25;17;37;68;5;0;.;.;.;10;.;.;3;7;.;.;5;0;.;.;.;0;8;8;3;6;5;0;0
55;10055;0;0;.;.;.;.;0;0;0;0;0;0;0;0;0;.;0;0;0;.;0;0;0;.;0;0;0;.;0;.;.;0;.;0;.;9;.;8;12;4;0;0;0;0;0;0;0;0;0;.;.;0;0;0;0;0;0;0;0;0;0;0;0;0
60;10060;.;.;0;3;.;.;0;4;3;0;5;0;0;.;6;3;6;3;0;0;.;0;0;4;3;.;.;0;0;7;5;0;4;.;0;0;.;.;0;.;53;11;25;3;11;20;.;3;4;5;5;12;.;0;.;0;0;.;.;0;5;0;0;0
61;10061;.;.;24;7;7;6;4;.;3;3;.;7;0;5;7;7;.;10;0;.;.;0;.;5;9;.;0;0;.;5;.;3;7;.;0;12;14;8;0;0;22;98;85;5;38;15;.;9;18;13;3;9;3;8;7;0;.;9;4;.;14;0;0;0
62;10062;5;7;15;11;12;6;3;12;9;6;11;3;0;6;31;13;10;17;0;5;0;0;.;13;5;7;3;.;0;12;10;.;13;7;6;16;33;11;6;3;49;97;318;18;110;57;6;13;26;27;13;11;5;11;11;3;5;17;12;11;14;0;0;0
63;10063;0;.;0;0;.;0;0;0;.;0;0;0;0;.;.;.;0;.;0;0;0;0;0;4;.;0;0;0;0;.;.;.;.;.;.;.;9;6;3;0;.;4;8;19;13;6;.;0;.;3;0;.;0;0;.;0;.;3;5;.;3;0;0;0
64;10064;.;10;8;6;13;5;5;23;7;6;16;.;0;19;16;13;35;39;.;.;13;0;0;18;10;0;.;.;.;15;8;.;13;0;18;23;25;14;4;0;18;39;79;18;370;68;10;6;27;18;19;16;3;6;17;0;0;7;11;3;11;0;5;0
65;10065;.;4;24;4;12;10;5;12;7;3;7;.;0;23;11;14;6;10;.;.;4;0;.;6;6;.;.;3;.;7;6;.;6;3;.;9;17;3;10;0;28;24;88;5;105;215;12;9;23;5;11;17;4;13;5;.;.;8;.;.;8;.;0;0
66;10066;0;.;.;0;.;.;.;0;0;0;0;0;0;0;.;0;.;0;0;0;0;0;0;.;0;0;0;.;0;3;.;0;0;0;.;.;3;.;.;0;4;5;3;.;.;3;14;0;.;0;0;.;.;4;.;3;0;.;0;3;.;0;0;0
70;10070;.;.;24;11;22;10;23;21;4;3;4;.;0;37;38;4;6;61;0;3;.;0;0;35;10;.;0;0;0;38;23;0;.;.;55;107;49;9;7;0;14;33;28;3;31;9;7;109;128;37;35;13;7;18;19;.;.;19;13;7;19;.;3;0
71;10071;3;17;33;18;25;26;17;22;11;15;10;.;0;42;52;30;20;19;0;0;3;.;0;67;20;4;3;4;.;71;22;0;5;5;46;88;62;27;.;0;13;14;24;5;34;15;.;121;419;80;143;45;10;22;11;6;7;31;36;6;18;3;9;0
72;10072;0;.;.;5;4;3;.;5;.;0;8;.;.;6;5;.;6;3;0;.;0;0;.;9;5;.;0;.;0;.;.;0;4;.;5;15;16;8;0;.;22;18;9;9;12;18;.;20;25;125;18;13;.;8;6;.;0;5;10;.;7;.;0;0
73;10073;.;7;15;11;18;23;9;25;.;5;4;3;0;8;13;10;7;11;0;.;3;3;.;11;10;3;.;0;.;17;9;.;11;.;16;33;20;6;4;8;12;11;25;4;23;7;3;25;78;34;191;43;10;20;21;3;.;20;9;.;24;0;0;0
74;10074;3;0;11;8;.;0;.;4;.;4;7;5;0;4;.;4;7;8;0;0;.;0;0;5;4;0;.;0;.;11;3;0;0;.;9;6;6;12;0;0;4;6;12;.;24;4;.;6;15;8;33;230;34;18;11;9;.;10;14;3;7;0;.;0
75;10075;0;0;.;5;0;8;.;0;0;0;0;0;3;.;.;.;0;0;0;0;0;0;0;0;4;0;0;4;0;.;0;0;0;.;3;.;3;.;0;0;5;0;11;.;5;10;5;5;11;5;8;27;39;4;.;0;0;5;3;.;4;0;.;0
80;10080;3;6;37;15;13;51;99;16;24;14;23;6;3;17;32;18;14;24;0;3;7;0;0;53;26;4;3;4;3;15;11;3;6;5;3;14;8;3;.;0;.;13;15;0;14;9;5;19;21;12;11;21;3;452;82;30;37;100;61;68;35;0;21;0
81;10081;.;7;4;3;3;3;.;17;9;3;11;.;0;5;7;5;0;5;0;0;.;0;.;11;12;0;3;.;0;5;.;0;3;0;.;9;9;.;0;.;3;3;4;.;.;7;0;6;5;.;3;4;.;96;132;28;45;23;18;22;34;0;6;0
82;10082;0;.;0;.;0;.;3;.;0;0;0;0;0;.;0;.;0;0;0;.;.;0;.;6;.;0;0;0;0;3;.;0;.;.;.;3;.;.;0;0;0;0;4;.;.;4;0;.;5;.;.;.;0;5;12;63;7;.;9;.;3;0;0;0
83;10083;0;5;4;4;4;.;3;.;.;3;.;.;4;0;4;0;.;9;0;.;0;0;.;3;.;3;0;0;0;.;.;0;.;.;0;.;0;.;.;0;0;0;4;0;.;0;0;6;.;.;4;3;.;34;23;6;104;7;20;26;11;0;25;0
90;10090;7;15;23;20;28;40;73;36;7;8;17;7;.;30;34;25;16;18;.;.;5;5;.;46;29;14;0;11;4;52;19;4;7;10;18;24;3;4;14;0;.;.;12;.;12;8;0;17;40;.;30;5;6;120;24;4;14;327;167;68;71;0;37;4
91;10091;.;11;20;18;21;25;32;14;7;24;17;8;.;10;13;21;10;7;.;11;8;0;0;26;23;6;4;7;0;20;9;0;.;.;11;28;8;4;.;0;0;.;3;.;4;.;.;13;27;6;14;16;0;62;38;30;31;121;384;82;83;7;42;0
92;10092;4;5;3;5;.;12;12;10;8;8;9;.;.;5;10;0;5;6;.;.;5;0;.;11;9;.;0;3;4;3;9;.;3;.;.;8;7;.;.;0;.;4;13;0;4;10;0;4;6;3;4;.;0;36;21;4;10;34;81;170;38;.;18;0
93;10093;6;8;35;18;13;.;35;46;13;18;32;6;.;19;27;21;15;28;3;4;0;0;3;37;13;3;.;.;8;23;17;3;5;4;9;22;12;5;0;0;.;8;14;0;12;5;.;9;33;7;17;6;.;52;12;9;11;47;92;52;293;12;55;4
94;10094;0;.;0;0;.;.;.;.;0;.;3;0;5;0;5;.;.;0;5;0;3;.;0;.;.;.;0;0;0;0;0;.;0;.;0;0;.;0;0;0;0;0;0;0;.;0;0;0;0;0;0;5;0;3;0;0;3;.;4;.;.;50;5;0
95;10095;.;7;12;.;.;5;15;10;.;5;4;5;0;6;11;5;.;4;.;0;.;.;0;5;0;.;0;.;.;.;5;.;.;0;.;3;.;.;.;.;.;.;.;0;.;0;.;3;4;.;.;3;4;18;11;3;15;5;17;27;32;9;107;0
nzg;999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;0;0;0;0;0;0;0;0;0;0;0;0;0
Sum;;186;597;1696;1218;1094;882;840;1348;887;469;794;358;68;1481;1854;1302;825;1284;154;268;594;50;108;2604;1493;484;186;332;374;2391;1599;365;754;374;972;1616;928;571;289;73;358;595;1141;182;1198;646;91;1023;1790;656;912;655;208;1464;661;277;384;1485;1546;786;1223;160;452;11
