;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;0;1;2;3;4;5;6;10;11;12;13;14;15;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;40;41;42;43;44;50;51;52;53;54;55;60;61;62;63;64;65;66;70;71;72;73;74;75;80;81;82;83;90;91;92;93;94;95;nzg
;;10000;10001;10002;10003;10004;10005;10006;10010;10011;10012;10013;10014;10015;10020;10021;10022;10023;10024;10025;10026;10027;10028;10029;10030;10031;10032;10033;10034;10035;10040;10041;10042;10043;10044;10050;10051;10052;10053;10054;10055;10060;10061;10062;10063;10064;10065;10066;10070;10071;10072;10073;10074;10075;10080;10081;10082;10083;10090;10091;10092;10093;10094;10095;999
0;10000;28;8;61;12;32;9;13;13;0;5;0;0;0;3;58;10;12;7;0;0;26;0;0;59;9;0;0;.;0;18;5;.;5;.;7;9;13;3;0;0;0;18;14;0;32;0;0;0;15;128;.;3;.;6;9;0;.;9;6;.;24;0;0;0
1;10001;5;40;38;30;20;17;16;13;.;4;4;3;0;26;17;10;11;3;0;3;5;0;3;31;13;7;3;0;14;27;7;4;3;.;5;26;5;3;0;0;5;.;.;0;.;.;.;6;10;3;3;0;0;6;.;0;0;11;18;7;4;3;.;0
2;10002;16;39;735;81;77;27;250;56;94;30;25;.;.;96;112;54;69;238;.;6;68;0;.;271;58;10;3;8;6;115;30;13;27;38;30;58;29;9;.;3;7;20;150;0;250;117;0;129;61;33;14;10;.;84;61;8;3;53;24;28;84;3;.;0
3;10003;9;24;75;184;51;32;26;8;4;3;3;4;0;28;14;18;3;3;0;7;13;0;.;59;25;6;.;0;7;214;71;8;4;16;38;47;15;7;0;0;5;0;.;0;6;0;3;30;37;4;17;.;0;5;5;.;4;27;28;5;14;3;3;0
4;10004;17;12;56;70;238;106;33;15;5;3;4;3;0;31;54;16;.;10;7;.;3;0;.;53;21;6;.;0;3;85;19;.;4;.;50;66;12;6;.;0;0;3;12;4;6;0;.;34;57;11;6;3;5;8;5;3;.;31;24;7;15;.;5;0
5;10005;9;29;28;42;59;190;44;5;.;5;9;0;0;17;14;8;.;.;3;0;3;.;.;40;18;.;.;0;3;46;27;4;4;0;50;26;13;5;7;.;3;0;4;0;0;0;0;14;30;11;16;12;3;10;.;.;12;77;30;5;15;0;.;0
6;10006;26;16;72;32;42;27;118;12;4;8;11;.;3;43;16;25;9;15;3;.;.;0;3;35;14;7;0;3;0;36;10;.;5;.;12;24;4;.;0;0;.;10;6;0;3;.;0;15;30;3;15;7;4;21;9;4;4;55;64;20;45;3;15;0
10;10010;0;4;15;16;16;7;21;332;86;28;35;32;4;56;68;43;26;46;18;5;23;.;5;47;28;11;8;0;.;23;10;.;5;3;4;6;8;4;.;0;6;5;6;.;15;4;0;6;30;6;15;5;3;12;11;.;4;35;17;3;54;0;6;0
11;10011;0;3;61;3;6;.;13;68;201;8;11;28;.;6;24;6;27;26;4;.;20;0;6;14;3;3;.;4;0;.;6;.;5;0;5;3;.;.;0;0;3;.;12;0;8;8;.;4;6;3;3;.;.;9;7;0;6;5;3;.;17;0;.;0
12;10012;.;.;10;.;3;0;10;44;8;95;58;16;3;9;11;13;7;10;4;0;.;0;0;8;14;.;0;.;.;3;.;0;3;5;0;5;4;3;0;0;.;.;8;.;12;6;0;3;4;.;4;.;.;8;6;0;0;3;14;3;29;0;4;0
13;10013;0;7;174;5;7;6;11;20;60;53;259;39;19;14;11;16;9;16;.;0;.;0;0;8;5;4;.;3;3;7;4;.;5;15;.;24;3;3;.;0;5;8;4;3;8;4;.;.;3;10;10;0;.;124;5;0;4;8;13;13;25;11;7;0
14;10014;.;6;3;.;0;0;.;17;14;18;29;109;6;.;8;.;5;15;.;5;5;0;0;.;3;3;.;0;.;4;.;0;.;0;3;.;.;0;0;0;.;0;0;3;3;4;0;0;3;.;.;.;.;9;0;0;5;4;6;7;9;5;4;0
15;10015;0;.;0;0;0;0;0;.;.;.;6;17;16;.;0;.;0;.;0;0;.;0;0;.;.;0;0;0;3;3;.;0;0;.;0;0;.;0;0;0;0;0;.;0;.;0;0;0;0;0;.;0;0;0;0;0;.;0;3;.;6;.;0;0
20;10020;.;29;53;27;24;25;30;81;24;12;9;10;3;264;165;90;34;31;6;6;11;0;.;120;51;9;.;.;5;39;24;7;14;8;21;31;14;.;3;3;.;4;11;0;6;5;.;28;38;7;11;5;3;30;13;4;0;40;26;11;15;0;.;0
21;10021;.;15;76;22;15;9;7;89;49;6;37;6;0;171;349;84;84;63;0;7;7;0;3;72;31;7;4;.;5;31;34;3;11;3;13;22;27;3;.;0;7;7;38;.;12;23;0;17;36;7;18;3;0;27;4;0;.;19;21;4;15;.;5;0
